i,time,id,text
150004,Thu Feb  1 13:52:00 2024,26170,"🌐 Как вы помните, «Иннохаб Росатома» помогал запускать первый университетский акселератор НИЯУ МИФИ. Сейчас работа в самом разгаре. Очная защита проектов перед заказчиками предстоит уже в конце февраля. 
 
☝Кстати, подать заявку со своей технологической идеей можно и сейчас на сайте https://accelerator.mephi.ru. Она будет включена в ближайший акселерационный цикл. 
 
Мы же решили рассказать о команде акселератора, которая состоит из сотрудников НИЯУ МИФИ и представителей «Иннохаба». Листайте фотогалерею, знакомьтесь и ставьте ребятам лайки в знак поддержки! 
 
#иннохаб_новости 
#иннохаб_команда"
150005,Thu Feb  1 11:59:00 2024,26167,"♨ Для стабильной работы термоядерной установки необходимо выработать методику контроля количества водорода, поглощенного внутренней поверхностью реактора. 
 
Одним из методов является использование лазера: малый по площади участок внутренней стенки нагревается с помощью лазерного излучения, и «застрявший» в стенке тритий выделится обратно, после чего его количество оценивается методами масс-спектрометрии или оптической спектроскопии. 
 
О том, как в НИЯУ МИФИ исследуются подходы к методам лазерной диагностики внутри термоядерных реакторов - читайте в «Коммерсанте»."
150006,Thu Feb  1 10:22:00 2024,26165,"📕📘📙 Кроме физики

Ровно 140 лет назад, 1 февраля 1884 года, родился инженер, педагог и писатель Евгений Замятин. 

⭐ В гимназии Замятин был круглым отличником и получил по окончании золотую медаль. В своих воспоминаниях признался, что впоследствии заложил «школьное золото» за 25 рублей, но так и не выкупил его.

⭐ По образованию Замятин был инженером-кораблестроителем (учился в Петербургском политехникуме). В 1916 году он уехал в Англию как один из ведущих проектировщиков ледоколов для России.

⭐ Одно из самых известных и жестких произведений Замятина - антиутопия «Мы». В начале романа инженер Д-503 (у героев нет имен, только «нумера») с восторгом описывает основанную на математике организацию жизни в городе-государстве, где есть все, что нужно для счастья: квартиры со стеклянными стенами, «Государственная Газета», «Бюро Хранителей» и «Благодетель». 

📖 Цитаты из романа «Мы»:

«Дети — единственно смелые философы. И смелые философы — непременно дети»
«Человек — как роман: до самой последней страницы не знаешь, чем кончится. Иначе не стоило бы и читать...»
«И математика, и смерть — никогда не ошибаются»"
150007,Wed Jan 31 18:08:00 2024,26164,"⛄ Зимнее

❄ В Амурской области на Бурейском водохранилище выросли громадные «ледяные грибы», а в НИЯУ МИФИ - не менее мощные и удивительные сосульки.

❄ Обратите внимание: ни одной сосульки, угрожающей жизни и здоровью людей, на территории университета замечено не было. Ледяной декор украшает только деревья и задворки хозяйственных построек."
150008,Wed Jan 31 16:22:00 2024,26163,"🌐 Выпускники НИЯУ МИФИ приглашаются к участию в проекте «МИФИграфия» 

А правда, что ""МИФИстов мало, но они везде""? Давайте проверим! Дирекция по работе с партнерами и выпускниками НИЯУ МИФИ предлагает нашим выпускникам, проживающим в другой стране более трех лет, а также иностранным выпускникам присоединиться к новому проекту – подкасту «МИФИграфия».
Подробности здесь 👇"
150009,Wed Jan 31 14:14:45 2024,26159,"🌍 Более 120 иностранных студентов из 34 стран мира собрались в Обнинске для участия в Первой Международной Зимней Школе Obninsk.Tex Winter School, которая проводится на базе ИАТЭ НИЯУ МИФИ при поддержке Госкорпорации «Росатом». 

🌎 Школа призвана представить весь спектр карьерных возможностей для выпускников, которые будут работать на атомных объектах в своих странах, помочь студентам с выбором места работы. 
Подробнее – на нашем сайте."
150010,Wed Jan 31 13:22:00 2024,26157,"📕 📘📙 Научно и нескучно!

Первый месяц нового года выдался насыщенным – мифисты рассказывали о правилах поступления в наш университет и передовых технологиях в сфере транспорта, плазменных двигателях и дальнем космосе, новых методах терапии онкологических заболеваний и гамма-ножах. 

Смотрите новые видеоинтервью и слушайте подкасты!"
150011,Wed Jan 31 11:17:32 2024,26154,"⏱ Сегодня последний день голосования конкурса «Человек года НИЯУ МИФИ 2023»! 
 
✒ На сайте конкурса завершается народное голосование! Уже скоро мы узнаем имена тех, кто пройдет на общеуниверситетский этап конкурса и поборется за звание «Человека года». 
 
✒ Напоминаем, что любой сотрудник или учащийся НИЯУ МИФИ может отдать голос за трех номинантов в каждой из номинаций. Для этого представителям: 
💙 московской площадки НИЯУ МИФИ необходимо авторизоваться на сайте конкурса по корпоративному логину/паролю от home.mephi (кнопка внизу);
💙 регионального подразделения (филиала) НИЯУ МИФИ необходимо зарегистрироваться на сайте конкурса, используя корпоративную почту в доменах @mephi.ru, @campus.mephi.ru или свою личную почту. 
 
Выберите своих финалистов!"
150012,Wed Jan 31 10:13:11 2024,26153,"🙀 500 + 500 = 941

📗 31 января 1865 года Дмитрий Менделеев защитил докторскую диссертацию «О соединении спирта с водою». Она (диссертация) хранится в музее ученого в Санкт-Петербургском государственном университете.

🥒 Немного химии (и математики): при смешивании 500 мл воды и 500 мл спирта получается... 941 мл жидкости. Дело в том, что в результате смешивания образуется новое химическое соединение — гидрат спирта. Молекула гидрата спирта меньше, чем молекулы спирта и воды по отдельности. Поэтому и происходит изменение объема.

🥒 Немного истории (и математики): в XIX столетии стандартом качества считалась крепость водки в 38º. С изобретением спиртометров министр финансов Российской империи Михаил Рейтерн предложил округлить это значение до 40º."
150013,Tue Jan 30 18:13:15 2024,26152,"Хотите поступить к нам? Тогда этот пост для вас. 

10–11 февраля мы участвуем в выставке «Навигатор поступления». 

Это мероприятие, где собираются топовые вузы и колледжи России. Они читают лекции, отвечают на вопросы и рассказывают про особенности учебы. 

Приходите с нами знакомиться! Заодно узнаете, сколько бюджетных мест будет летом 👌 

Программа:
 
✅Профориентационное тестирование. 
Поймете, какие профессии вам подходят, и где на них можно выучиться. 

✅Бесплатная проверка знаний. 
Проверите, насколько готовы к экзаменам прямо сейчас. 

✅Лекции и мастер-классы. 
Узнаете, как лучше подготовиться к экзаменам и выбрать профессию. 

✅Встречи с вузами и колледжами. 
Пообщаетесь с нами и другими заведениями о поступлении, поэтому будете точно уверены в выборе. Экспертов спросите о приемной кампании, а студентов — об учебе 😉 

Бесплатный билет:
https://nvgtr.ru/moscow2024 

Ждем вас 10–11 февраля в МТС Live Hall. 

Адрес: шоссе Энтузиастов, дом 5, строение 2. 

Выставка работает с 10:00 до 19:00."
150014,Tue Jan 30 17:37:56 2024,26151,"❗ Мы уже сообщали, что в НИЯУ МИФИ пройдет Олимпиада по цифровой и экономической безопасности для школьников. Такая же олимпиада пройдет и для студентов бакалавриата, специалитета и магистратуры по направлениям «экономика, экономическая безопасность», «информационная безопасность».
 
🎁 Победители и призёры, обучающиеся на выпускных курсах, получают дополнительные баллы при поступлении в магистратуру НИЯУ МИФИ! 
 
❓Как принять участие
 Зарегистрируйтесь на сайте org.mephi.ru 
 Заполните анкету участника олимпиады 
 С 1 по 18 февраля примите участие в отборочном этапе 
 
🗓 Подробности на сайте olymp.mephi.ru/cfbstud 
Все вопросы вы можете направлять на почту олимпиады olimp-iftes@mephi.ruТ"
150015,Tue Jan 30 14:50:42 2024,26150,"🎉🎂 В павильоне «Атом» на ВДНХ 27 января атомщики отметили юбилеи своих супружеских союзов — серебряные и золотые свадьбы. 

❤❤ Среди юбиляров - выпускники нашего университета Геннадий Геннадьевич Соснин и Галина Алексеевна Соснина.
 
Золотые юбиляры рассказали, что судьба свела их именно в МИФИ: «Наше знакомство состоялось, когда мы учились на первых курсах МИФИ-4, хотя до этого несколько лет ходили в соседние школы». 
 
Подробнее об истории «атомной любви» читайте на сайте университета."
150016,Tue Jan 30 12:26:00 2024,26149,"🏢 НИЯУ МИФИ приглашает принять участие в Олимпиаде школьников по цифровой и экономической безопасности для 8-11 классов по направлению ""математика и информатика""! 
 
✅ Победители, призёры, а также участники заключительного этапа олимпиады 11 классов получают дополнительные баллы при поступлении в НИЯУ МИФИ! 
 
Как принять участие? 
📌Зарегистрируйся на сайте org.mephi.ru 
📌Заполни анкету участника олимпиады 
📌С 1 по 18 февраля прими участие в отборочном этапе 
 
Подробности на сайте olymp.mephi.ru/cfbschool 
Все вопросы вы можете направлять на почту олимпиады olimp-iftes@mephi.ru 
Ждём Вас!"
150017,Tue Jan 30 10:19:43 2024,26147,"🚀 Вчера начала работу Научная сессия НИЯУ МИФИ. Прозвучали научные доклады, рассказывающие о важнейших достижениях и пунктах научной повестки институтов, кафедр и лабораторий. По словам ректора НИЯУ МИФИ Владимира Шевченко, сессия должна позволить «сверить часы, выявить проблемы, которые мы сочтем наиболее актуальными и наметить планы на предстоящий год». 

📕 Доцент ИЯФиТ Аркадий Тараненко рассказал об участии НИЯУ МИФИ в коллаборациях мегасайенс-проекта NICA. 

📘 Тему использования искусственного интеллекта для решения прикладных задач раскрыли руководитель Института интеллектуальных кибернетических систем (ИИКС) НИЯУ МИФИ Валентин Климов и заведующий кафедрой анализа конкурентных систем Института международных отношений НИЯУ МИФИ Алексей Артамонов.

📙 Директора Института лазерных и плазменных технологий НИЯУ МИФИ Андрей Кузнецов рассказал о том, какие работы по изучению лазерной энергии после введения санкций сосредоточены на территории России, какова исследовательская повестка лазеров килоджоульного уровня энергии, а самое главное – в чем уникальность строящегося комплекса ЭЛЬФ. 

📗 Доцент кафедры финансового мониторинга Николай Морозов представил доклад «Криптопирамиды: новые вызовы и угрозы ПОД/ФТ». Криптовалюты – биткоин, эфирум, BNB, Solana ­– прочно вошли в нашу жизнь. А вместе с ними вошли в нее и нелегальные криптообменники, наглые криптомошенники, финансовые криптопирамиды.

Больше интересных тем, спикеров, цитат в нашем обзоре 👇"
150018,Mon Jan 29 17:19:00 2024,26143,"📕 НИЯУ МИФИ приглашает принять участие в Олимпиаде школьников по цифровой и экономической безопасности для учащихся 8-11 классов по направлению ""математика и информатика""! 
 
✅Победители, призёры, а также участники заключительного этапа олимпиады 11 классов получают дополнительные баллы при поступлении в НИЯУ МИФИ! 
 
Как принять участие? 
📌Зарегистрируйся на сайте org.mephi.ru 
📌Заполни анкету участника олимпиады 
📌С 1 по 18 февраля прими участие в отборочном этапе 
 
Подробности на сайте olymp.mephi.ru/cfbschool 
Все вопросы вы можете направлять на почту олимпиады olimp-iftes@mephi.ru"
150019,Mon Jan 29 15:20:27 2024,26141,"✨ Институт нанотехнологий в электронике, спинтронике и фотонике (ИНТЭЛ) приглашает школьников, будущих абитуриентов и их родителей на День открытых дверей. 
 
⭐ НАШ АДРЕС: Москва, Каширское ш. 31, Метро «Каширская», выход к МИФИ, далее автобусом до остановки «МИФИ» 
 
Как зарегистрироваться и попасть на ДЕНЬ ОТКРЫТЫХ ДВЕРЕЙ: 
 
⭐ Школьникам и их родителям иметь при себе ОБЯЗАТЕЛЬНО паспорт гражданина РФ или свидетельство о рождении, если гостю менее 14 лет. 
 
📍 Не опаздывайте! Все начнется к 10-30 4 февраля 2024 года! 
 
📍 Если по какой-то причине Вы не можете присутствовать, то можете воспользоваться трансляцией по ссылке https://youtube.com/live/jAVRogeA7QI"
150020,Mon Jan 29 12:19:00 2024,26139,"🥁 Студент НИЯУ МИФИ Владислав Кудинов занял второе место в Студенческом предпринимательском фестивале ""Москва - точка старта"".

Он победил с проектом с проектом «Moblen: ИИ-помощник для педагогов».

Три лучших конкурсанта получили денежные гранты, индивидуальные сертификаты на прохождение оплачиваемой стажировки в ИТ-компании, сертификаты на доработку своих проектов и выход на пилотирование, а также карьерный пакет, включающий экскурсии, стажировки и бизнес-завтрак.

🎉 Поздравляем!"
150021,Mon Jan 29 10:25:57 2024,26137,"✒ С 29 января по 1 февраля пройдет Научная сессия НИЯУ МИФИ, на которой прозвучат доклады институтов университета с обзорами важнейших научных достижений, доклады филиалов о ведущейся в них научной деятельности в рамках процесса кластеризации, а также будут обсуждены важнейшие вопросы организации научной деятельности в университете.

Ознакомиться с программой Научной сессии можно здесь 👇"
150022,Sun Jan 28 11:01:00 2024,26135,"📕💰 Стоит ли студентам совмещать учебу и работу?

📍 Согласно исследованию Высшей школы экономики, в среднем учебу и работу совмещают 55% бакалавров и 84% магистров и специалистов.

📍 61% студентов вышли на работу во время обучения из-за финансовых трудностей, 43% - для получения опыта.

❓ А вы что думаете? Делитесь мнениями в комментариях!"
150023,Sat Jan 27 10:49:00 2024,26133,"🏅 Партнеры НИЯУ МИФИ вошли в число лучших работодателей России! 

Компания по найму молодых специалистов FutureToday опубликовала ежегодный рейтинг лучших работодателей России, для составления которого она опросила 21 600 студентов из 30 ведущих вузов страны, не считая медицинских. Отрадно, что традиционные индустриальные партнеры НИЯУ МИФИ занимают первые строчки рейтинга. И в числе лучших – конечно Росатом.

В рейтинге лучших работодателей первое место занял «Яндекс» (44,6%), второе - «Росатом» (44,3%), четвертое - «Сбер» (31,7%). Кроме того, на 21 месте в этом рейтинге – наш давний партнер, компания Kaspersky."
150024,Fri Jan 26 17:25:00 2024,26131,"💥 Студенты ИЯФиТ прошли уникальную стажировку на ИРТ МИФИ 
 
👏 Стажировка на исследовательском реакторе МИФИ, инициаторами которой стали сами студенты, завершилась сегодня награждением лучшей команды, сумевшей виртуально «запустить ИРТ» за самое короткое время – 15 минут.
 
За четыре дня стажировки ребята посетили физический зал с уран-графитовым и уран-водным подкритическими стендами, лабораторию методов контрольных измерений ядерных материалов (где узнали об основах гамма-спектрометрического метода контроля ядерных материалов), лабораторию с генератором нейтронов, и главное – здание ИРТ. Студенты побывали в экспериментальном зале реактора, технологических помещениях, пультовой, познакомились с технологической схемой реакторной установки, активной зоной, характеристиками ТВС, системой охлаждения, оборудованием первого и второго контуров, теплотехническим контролем и электроснабжением. Затем ребята выполнили виртуальную лабораторную работу «Экспериментальное определение критмассы и критразмера уран-графитового ядерного реактора».
 
🙎‍♂ «Хочу связать свою карьеру с атомными станциями, и поэтому интересно было побывать именно на исследовательском реакторе: узнать, в чем разница, какие процессы на нем происходят, какие исследования проводятся. Теперь мечтаю попасть на стажировку на Калининскую АЭС, – говорит один из победителей командных соревнований Ярослав Дубовицкий, студент 2 курса ИЯФиТ, группа С 22-103. – Здорово, что после соревнований по  виртуальному пуску реактора мы даже смогли поэкспериментировать – «заглушили» реактор, выведя его на мощность 3 МВт. Конечно, было бы круто самим поучаствовать в исследованиях на нашем реакторе, надеемся, что успеем это сделать за время учебы. Но и просто побывать здесь – уже супер!»"
150025,Fri Jan 26 16:39:30 2024,26129,"🎄 🎉❄ 25 января в нашем университете прошли традиционные «Мифические гуляния» с квестами и призами, играми и спортивными состязаниями, выступлениями скоморохов и праздничным концертом. 

В этот день НИЯУ МИФИ стал напоминать НИИЧАВО (институт Чародейства и Волшебства из повести братьев Стругацких), где возможно все: животные разговаривают, валенки летают, блины появляются (и исчезают) со скоростью света. Вспоминаем самые яркие моменты праздника и делимся фотографиями (в комментариях)!"
150026,Fri Jan 26 15:42:16 2024,26127,"😳 📘✒ НИЯУ МИФИ предлагает курс по олимпиадному программированию для школьников 7-10 класса. 
Занятия проходят два раза в неделю. 
 
Программа включает: 
⭐ Изучение алгоритмов и структур данных; 
⭐ Разборы задач всероссийских и международных олимпиад 
⭐Развитие навыков программирования на языках C++, Python; 
⭐Развитие логического мышления и аналитических способностей. 
 
Занятия проводятся по средам и субботам с 17:00 до 20:00 по адресу: НИЯУ МИФИ, Москва, Каширское шоссе, 31 
📙 Модуль 1: с 7 февраля по 31 марта. Стоимость 17850 р. 42 академических часа. 
📙 Модуль 2: с 1 апреля по 31 мая. Стоимость 17850 р. 42 академических часа.
 
Для записи на курс необходимо: 
Заполнить форму «Регистрация на курс «Олимпиадная информатика» 
Выполнить пункты, согласно инструкции по оформлению договора. 
 
Вопросы можно задать по электронной почте olympiad@mephi.ru"
150027,Fri Jan 26 14:51:02 2024,26125,"📕 Все что вы хотели знать о реакторах на быстрых нейтронах, но боялись спросить (или не боялись, но не спросили, или спросили, но не получили ответ). 
 
📍 Профессор НИЯУ МИФИ Георгий Тихомиров в беседе с корреспондентом РИА «Новости» популярно объясняет, что такое реактор на быстрых нейтронах."
150028,Fri Jan 26 12:46:20 2024,26124,"🦉 Школа финансовой разведки вот-вот откроется!

❄  2-3 февраля Институт финансовых технологий и экономической безопасности НИЯУ МИФИ совместно с Федеральной службой по финансовому мониторингу проводит 3-ю Международную зимнюю онлайн-школу финансовой разведки, где школьники, студенты и действующие специалисты смогут расширить свои знания в области ПОД/ФТ, понять, какие умения и навыки необходимы для работы в сфере финансовой безопасности в целом. 
 
✒ Вас ждут интересные лекции, полезные мастер-классы и актуальные кейсы. Слушатели, принявшие участие в мероприятиях школы и приславшие эссе, также получат сертификаты. Ссылка на онлайн-мероприятия, а также расписание занятий будут высланы после регистрации."
150029,Fri Jan 26 11:05:53 2024,26123,А как вы себя чувствуете после Дня студента? 😉
150030,Thu Jan 25 20:00:02 2024,26122,"🎉 Глава Минобрнауки Валерий Фальков [https://vk.com/gov?w=wall-112292509_44109| поздравил студентов с праздником!]

«Татьянин день в нашей стране всегда отмечался с душой и с размахом. Этот веселый и шумный праздник напоминает нам о вековых традициях студенческого братства и заряжает молодежь энергией на весь год.

Студенчество – прекрасная пора. Время, когда все дороги открыты.

Все, что делается сегодня в части развития высшего образования, в конечном счете делается для вас.

Успешно стартовал процесс совершенствования национальной системы высшего образования. По всей стране создаются передовые инженерные школы, молодежные лаборатории, развиваются программы поддержки молодежных стартапов и творческие конкурсы.

Мы искренне гордимся нашими студентами, уже сейчас добившимися успеха. Молодыми учеными и участниками специальной военной операции, технологическими предпринимателями и талантливыми деятелями культуры.

Студенчество – наш авангард. Благодаря студентам Россия всегда остается молодой, смелой и устремленной в будущее. Настоящей страной возможностей, для которой нет никаких преград.

Помните об этом и не жалейте сил, чтобы учиться. Учиться дружить, учиться любить, учиться следовать своему призванию. Учитесь лучшему у лучших, будьте по-настоящему жадными до знаний – и непременно вытянете в жизни свой счастливый билет!

С праздником, дорогие друзья!»"
150031,Thu Jan 25 19:01:00 2024,26120,"🚀 В финальном выпуске сезона шоу «Ядерный успех» эксперты поделились своими карьерными рекомендациями и подходами к достижению профессионального успеха. 
 
В гостях: 
📌 Алексей Кузнецов, заместитель технического директора департамента умных устройств VK; 
📌 Георгий Щелканов, руководитель по работе с вузами VK; 
📌 Александра Ермоленко, директор департамента дизайна сервисов Mail.ru. 
 
Шоу подготовлено НИЯУ МИФИ совместно с АНО «РСВ» и VK при поддержке программы развития университета «Приоритет-2030»."
150032,Thu Jan 25 17:19:25 2024,26119,"☝ Начинаем! 
 
🔥 Стартует второй этап конкурса «Человек года НИЯУ МИФИ 2023» — Народное голосование, которое проводится на сайте конкурса до 31 января 2024 года. 
 
 Сотрудник или учащийся НИЯУ МИФИ может отдать голос за трех номинантов в каждой из номинаций. Для этого представителям: 
 
📍 московской площадки НИЯУ МИФИ необходимо авторизоваться на сайте по корпоративному логину/паролю от home.mephi.ru. 
 
📍 из филиалов НИЯУ МИФИ необходимо зарегистрироваться на сайте конкурса, используя корпоративную почту в доменах @mephi.ru, @campus.mephi.ru или свою личную почту. 
 
⭐ По результатам народного голосования будут определены по три финалиста в каждой номинации на каждой площадке НИЯУ МИФИ из числа тех, кто набрал наибольшее количество баллов. 
 
👌 Голосуем!"
150033,Thu Jan 25 16:49:06 2024,26116,"🎭 На творческом концерте в НИЯУ МИФИ читали стихи, пели песни и показывали веселые сценки из студенческой жизни. 

🥁 А еще - объявили лучшую учебную группу университета. Это Б23-201. Поздравляем! 👏"
150034,Thu Jan 25 16:16:00 2024,26114,"🏅 В День студента в актовом зале НИЯУ МИФИ:
 
⭐ Торжественно вручили зачетные книжки учащимся 10 классов Предуниверситария
 
⭐ Наградили учащихся лицеев грамотами за успехи в учебе 
 
⭐ Наградили учащихся 11 классов за выдающиеся достижения в интеллектуальных соревнованиях - олимпиадах и конкурсах, дающие право поступления без вступительных испытаний в наш университет

🎉 Поздравляем!"
150035,Thu Jan 25 16:00:02 2024,26113,"🎄 МИФИческие гуляния в самом разгаре - но, кажется, кого-то там не хватает... Может быть героев русских народных сказок?

А что было бы, если бы они правда учились в МИФИ? Мы решили пофантазировать - и вот, что получилось 🔍

Кто еще мог бы учиться в нашем университете? Ждем ваши варианты в комментариях!
#НашиСтудентыМОН"
150036,Thu Jan 25 15:00:54 2024,26108,"Квесты, фуд-зона и фотобудка создают праздничное настроение в Студенческом офисе. Успели сделать фото на память? Делитесь в комментариях."
150037,Thu Jan 25 14:01:00 2024,26107,"🎉 День студента уже стал общероссийским праздником. И в НИЯУ МИФИ его празднуют не только в Москве, но и на всех региональных площадка университета. Мы постарались собрать информацию, как собираются отмечать Татьянин день наши региональные институты.

❄ В Нововоронежском политехническом институте (НВПИ) состоится эстафета, в которой будут соревноваться сборные команды всех курсов и специальностей.

❄ В Обнинском институте атомной энергетики (ИАТЭ) пройдет соревнование по волейболу для иностранных студентов.

❄ В ДИТИ устраивают просмотр «атмосферных» фильмов, которые выбирают голосованием. 

❄ В Снежинске организована фотовыставка «СФТИ НИЯУ МИФИ моими глазами», а в Обнинске – выставка фотографий, посвященная участию студентов ИАТЭ в различных мероприятиях и активностях в прошлом году.

❄ В Новоуральском технологическом институте (НТИ) состоится «Ректорский час» и встреча-чаепитие студентов с руководителем института.

Больше информации здесь 👇
#НашиСтудентыМОН"
150038,Thu Jan 25 13:39:54 2024,26105,"❄ Иностранным студентам НИЯУ МИФИ очень понравились зимние Мифические гуляния с пирогами, и блинами, и леденцовыми петушками"
150039,Thu Jan 25 13:27:24 2024,26104,"Поздравление ректора НИЯУ МИФИ, Владимира Игоревича Шевченко 🤩"
150040,Thu Jan 25 13:08:57 2024,26103,🎉 Веселье (и угощение) в самом разгаре!
150041,Thu Jan 25 13:00:23 2024,26102,😉 Хоккей в лаптях и юбках - незабываемое зрелище!
150042,Thu Jan 25 12:38:08 2024,26101,🏇 Мифические гуляния начинаются! Погнали?
150043,Thu Jan 25 10:49:00 2024,26098,"❄ Что общего у святой Татианы и студентов, где расположен памятник студенческим приметам и какие напитки принято готовить (и пить) в честь веселого зимнего праздника?

✒ Это случилось 12 января 1755 года. В день памяти святой мученицы Татианы Римской генерал-адъютант Иван Шувалов представил на подпись императрице Елизавете указ об открытии первого российского университета. Елизавета Петровна указ подписала. Так в Москве появился МГУ, а у студентов – свой профессиональный праздник, Татьянин день. Сначала его отмечали только в Московском университете, позже он прижился и в других вузах.

✒ В Москве есть памятник студенческим приметам, где собрано все, что нужно для успешной сдачи сессии – пятак образца 1978 года, стоптанные башмаки и зачетка отличника. Кстати, памятник установлен в парке 850-летия Москвы, а его авторы – студенты МАРХИ, сдавшие все сессии без единого «хвоста». Самые суеверные и неленивые студенты приезжают сюда, чтобы «зарядить на удачу» свою зачетку или попасть монеткой в название своего университета (аббревиатуры вузов выбиты на гранитном постаменте).

☃ Директор Трехгорного технологического института (ТТИ) раздает студентам сладкое угощение, вынимая его из легендарного сундука каслинского литья. В Снежинском физико-технологическом институте (СФТИ) принято всем вместе кататься на коньках в городском Парке культуры и отдыха. А на московской площадке проходят знаменитые мифические гуляния, которые, конечно, не обходятся без коней!

Подробности в статье «День студента: славные традиции, странные приметы и безудержное веселье»

#НашиСтудентыМОН"
150044,Thu Jan 25 09:00:01 2024,26095,"⭐ Дорогие МИФИсты!

Поздравляю всех студентов, аспирантов и сотрудников нашего университета с Днём российского студенчества!

Этот прекрасный праздник, который мы знаем, как Татьянин День, вобрал в себя всё лучшее, что есть в жизни студента: дух поиска и открытости испытаниям, молодой задор, любовь к Alma Mater, ценность студенческого братства и вызов высоких целей, жажду выдающихся достижений и, конечно, чувство безграничных возможностей. Для меня этот праздник имеет и личное измерение – это день именин моих мамы и бабушки.

По замечательному совпадению, 25 января — это еще и важный рубеж в студенческой жизни: заканчивается сессия, скоро каникулы. Девиз нашего университета – «Дорогу осилит идущий». Не забывайте «осиливать» не только учебу, но и отдых. Пусть каникулы будут полны интересных событий, ярких впечатлений и новых замыслов, незабываемых встреч. Отдых поможет вернуться в университет с новыми силами и уверенно продолжить путь по Дороге вашей жизни.

С праздником, дорогие друзья, с Татьяниным Днём!"
